id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
16074,A23,seaplane_base,Saginaw Seaplane Base,56.88629913,-134.1580048,0,NA,US,US-AK,Saginaw Bay,no,A23,SGW,A23,,https://en.wikipedia.org/wiki/Saginaw_Seaplane_Base,
16082,A61,small_airport,Tuntutuliak Airport,60.33530045,-162.6670074,16,NA,US,US-AK,Tuntutuliak,no,A61,WTL,A61,,https://en.wikipedia.org/wiki/Tuntutuliak_Airport,
16083,A63,small_airport,Twin Hills Airport,59.07559967,-160.272995,82,NA,US,US-AK,Twin Hills,no,A63,TWA,A63,,https://en.wikipedia.org/wiki/Twin_Hills_Airport,AK63
16089,A79,small_airport,Chignik Lake Airport,56.25500107,-158.7749939,50,NA,US,US-AK,Chignik Lake,yes,A79,KCQ,A79,,https://en.wikipedia.org/wiki/Chignik_Lake_Airport,
324756,AAD,small_airport,Adado Airport,6.095802,46.6375,1001,AF,SO,SO-GA,Adado,no,,AAD,,,https://en.wikipedia.org/wiki/Adado_Airport,Cadaado Airport
301645,ABP,small_airport,Atkamba Airport,-6.065555556,141.0952778,150,OC,PG,PG-WPD,Atkamba Mission,no,,ABP,AKA,,https://en.wikipedia.org/wiki/Atkamba_Airport,
321987,ABW,closed,Abau Airport,-10.1956,148.7389,10,OC,PG,PG-CPM,Abau,no,,ABW,,,https://en.wikipedia.org/wiki/Abau_Airport,
41841,AD-ALV,heliport,Andorra la Vella Heliport,42.511174,1.533551,3450,EU,AD,AD-07,Andorra La Vella,no,,ALV,,,http://pl.wikipedia.org/wiki/Heliport_Andorra_la_Vella,
301695,ADC,small_airport,Andakombe Airport,-7.137222222,145.7447222,3600,OC,PG,PG-EHG,Andekombe,no,AYAN,ADC,ADK,,https://en.wikipedia.org/wiki/Andakombe_Airport,
309426,ADV,small_airport,El Daein Airport,11.4023,26.1186,1560,AF,SD,SD-DE,El Daein,no,,ADV,,,https://en.wikipedia.org/wiki/Ed_Daein_Airport,
313546,AE-0006,seaplane_base,Jebel Ali Seaplane Base,24.988967,55.023796,0,AS,AE,AE-DU,Jebel Ali,no,,DJH,,,,
300307,AEE,small_airport,Adareil Airport,10.05361111,32.95944444,1301,AF,SS,SS-23,,no,,AEE,,,,
300646,AEI,heliport,Algeciras Heliport,36.12888,-5.441118,98,EU,ES,ES-CA,Algeciras,yes,LEAG,AEI,,http://www.aena-aeropuertos.es/csee/Satellite/Helipuerto-Algeciras/en/Algeciras.html,https://en.wikipedia.org/wiki/Algeciras_Heliport,
299319,AEK,small_airport,Aseki Airport,-7.350804856,146.1938667,4106,OC,PG,PG-MPL,Aseki,no,AYAX,AEK,ASE,,,
330359,AEQ,small_airport,Ar Horqin Airport,43.87042,120.15958,1335,AS,CN,CN-15,Chifeng,no,,AEQ,,,https://en.wikipedia.org/wiki/Ar_Horqin_Airport,
35364,AF10,small_airport,Orūzgān Airport,32.90299988,66.63089752,6725,AS,AF,AF-ORU,Orūzgān,no,OARG,URZ,,,,"Uruzgan, Urozgan"
35365,AF11,small_airport,Salerno Airport,33.3638,69.9561,3780,AS,AF,AF-KHO,Khost,no,OASL,OLR,,,https://en.wikipedia.org/wiki/FOB_Salerno,"AF11, Forward Operating Base Serlano, Salerno Landing Zone"
309041,AFK,seaplane_base,Kondavattavana Tank Seaplane Base,7.284,81.644,95,AS,LK,LK-5,Ampara,no,,AFK,,,,
301665,AFR,small_airport,Afore Airstrip,-9.142222222,148.3908333,2500,OC,PG,PG-NPP,,no,AYAF,AFR,AFE,,,
301649,AGAF,small_airport,Afutara Aerodrome,-9.191388889,160.9486111,23,OC,SB,SB-ML,Bila,yes,AGAF,AFT,,,https://en.wikipedia.org/wiki/Afutara_Airport,
302290,AGAR,small_airport,Ulawa Airport,-9.860543583,161.9795465,40,OC,SB,SB-MK,Arona,no,AGAR,RNA,,,https://en.wikipedia.org/wiki/Ulawa_Airport,
35172,AGAT,small_airport,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,yes,AGAT,ATD,,,https://en.wikipedia.org/wiki/Uru_Harbour_Airport,
32570,AGBA,small_airport,Barakoma Airport,-7.912779808,156.7059937,,OC,SB,SB-WE,Barakoma,no,AGBA,VEV,,,,
31524,AGEV,small_airport,Geva Airport,-7.575829983,156.5970001,,OC,SB,SB-WE,Liangia,no,AGEV,GEF,,,,
301650,AGG,small_airport,Angoram Airport,-4.055833333,144.0738889,75,OC,PG,PG-ESW,Angoram,no,,AGG,ANG,,,
30634,AGGA,small_airport,Gwaunaru'u Airport,-8.70257,160.682007,5,OC,SB,SB-ML,Auki,yes,AGGA,AKS,,,https://en.wikipedia.org/wiki/Auki_Airport,
302047,AGGB,small_airport,Bellona/Anua Airport,-11.30222222,159.7983333,60,OC,SB,SB-RB,Anua,yes,AGGB,BNY,,,https://en.wikipedia.org/wiki/Bellona/Anua_Airport,
302291,AGGC,small_airport,Choiseul Bay Airport,-6.711944,156.396111,,OC,SB,SB-CH,,yes,AGGC,CHY,,,https://en.wikipedia.org/wiki/Choiseul_Bay_Airport,
30678,AGGE,small_airport,Ballalae Airport,-6.990745,155.886656,5,OC,SB,SB-WE,Ballalae,yes,AGGE,BAS,,,https://en.wikipedia.org/wiki/Balalae_Airport,
35167,AGGF,small_airport,Fera/Maringe Airport,-8.1075,159.576996,,OC,SB,SB-IS,Fera Island,yes,AGGF,FRE,,,https://en.wikipedia.org/wiki/Fera_Airport,Santa Isabel Islands
3,AGGH,medium_airport,Honiara International Airport,-9.42800045,160.0549927,28,OC,SB,SB-CT,Honiara,yes,AGGH,HIR,,,https://en.wikipedia.org/wiki/Honiara_International_Airport,Henderson Field
31885,AGGI,small_airport,Babanakira Airport,-9.74750042,159.8390045,,OC,SB,SB-GU,Mbambanakira,yes,AGGI,MBU,,,,Mbambanakira Airport
301837,AGGJ,small_airport,Avu Avu Airport,-9.868333333,160.4105556,25,OC,SB,SB-GU,,no,AGGJ,AVU,,,,
31686,AGGK,small_airport,Ngorangora Airport,-10.44970036,161.897995,54,OC,SB,SB-MK,Kirakira,yes,AGGK,IRA,,,https://en.wikipedia.org/wiki/Kirakira_Airport,
32275,AGGL,small_airport,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972,165.7949982,18,OC,SB,SB-TE,Santa Cruz/Graciosa Bay/Luova,yes,AGGL,SCZ,,,,
4,AGGM,medium_airport,Munda Airport,-8.327969551,157.2630005,10,OC,SB,SB-WE,,yes,AGGM,MUA,,,https://en.wikipedia.org/wiki/Munda_Airport,
31563,AGGN,small_airport,Nusatupe Airport,-8.097780228,156.8639984,13,OC,SB,SB-WE,Gizo,yes,AGGN,GZO,,,https://en.wikipedia.org/wiki/Nusatupe_Airport,
31932,AGGO,small_airport,Mono Airport,-7.416940212,155.5650024,,OC,SB,SB-WE,Stirling Island,yes,AGGO,MNY,,,https://en.wikipedia.org/wiki/Mono_Airport,
32174,AGGP,small_airport,Parasi Airport,-9.641670227,161.4250031,,OC,SB,SB-ML,Parasi,no,AGGP,PRS,,,,
299315,AGGQ,closed,Ontong Java Atoll Airstrip,-5.515,159.527778,10,OC,SB,SB-ML,Ontong Java Atoll,no,AGGQ,OTV,,,,"Luangiua, Lord Howe Atoll"
35171,AGGR,small_airport,Rennell/Tingoa Airport,-11.53390026,160.0630035,,OC,SB,SB-RB,Rennell Island,yes,AGGR,RNL,,,,
30989,AGGS,small_airport,Sege Airport,-8.578889847,157.8760071,,OC,SB,SB-WE,Sege,no,AGGS,EGM,,,,
308425,AGGT,small_airport,Santa Ana Airport,-10.847994,162.454108,3,OC,SB,SB-MK,Santa Ana Island,yes,AGGT,NNB,,,https://en.wikipedia.org/wiki/Santa_Ana_Airport_(Solomon_Islands),
32238,AGGU,small_airport,Marau Airport,-9.86166954,160.8249969,,OC,SB,SB-GU,Marau,yes,AGGU,RUS,,,https://en.wikipedia.org/wiki/Marau_Airport,
32564,AGGV,small_airport,Suavanao Airport,-7.585559845,158.7310028,,OC,SB,SB-IS,Suavanao,yes,AGGV,VAO,,,,
302292,AGGY,small_airport,Yandina Airport,-9.092816,159.21841,60,OC,SB,SB-CE,Yandina,yes,AGGY,XYA,,,https://en.wikipedia.org/wiki/Yandina_Airport,
301651,AGK,small_airport,Kagua Airport,-6.396388889,143.8536111,5350,OC,PG,PG-SHM,Kagua,no,,AGK,,,,
35169,AGKG,small_airport,Kaghau Airport,-7.3305,157.585,30,OC,SB,SB-CH,Kagau Island,yes,AGKG,KGE,,,https://en.wikipedia.org/wiki/Kaghau_Airport,Kagau Island
310179,AGKU,small_airport,Kukudu Airport,-8.0262,156.94783,32,OC,SB,SB-WE,Kolombangara Island,no,AGKU,KUE,,,,Kukundu
308424,AGKW,small_airport,Kwailabesi Airport,-8.360508,160.775127,52,OC,SB,SB-ML,Kwailabesi,no,AGKW,KWS,,,,
301652,AGL,small_airport,Wanigela Airport,-9.3375,149.1555556,53,OC,PG,PG-NPP,,no,AYWG,AGL,WGL,,https://en.wikipedia.org/wiki/Wanigela_Airport,
310002,AGNA,small_airport,Nana Airport,-10.6758,162.2049,60,OC,SB,SB-MK,Star Harbor,no,AGNA,NAZ,,,,
32211,AGRC,small_airport,Ringi Cove Airport,-8.126390457,157.1430054,,OC,SB,SB-WE,Ringi Cove,no,AGRC,RIN,,,,
35170,AGRM,small_airport,Ramata Airport,-8.168060303,157.6430054,,OC,SB,SB-WE,Ramata,yes,AGRM,RBV,,,https://en.wikipedia.org/wiki/Ramata_Airport,
306999,AGTI,heliport,Tulaghi Heliport,-9.108,160.1491667,3,OC,SB,SB-CE,Tulaghi Island,no,AGTI,TLG,,,,Tulagi
314491,AGY,small_airport,Argyle Downs Airport,-16.514,128.9245,407,OC,AU,AU-WA,Argyle Downs,no,,AGY,,,https://en.wikipedia.org/wiki/Argyle_Downs_Airport,
312371,AHJ,medium_airport,Hongyuan Airport,32.53154,102.35224,11600,AS,CN,CN-51,Aba,no,ZUHY,AHJ,,,https://en.wikipedia.org/wiki/Hongyuan_Airport,
299321,AHT,closed,Amchitka Army Airfield,51.37777778,179.2591667,215,NA,US,US-AK,Amchitka Island,no,PAHT,AHT,,,https://en.wikipedia.org/wiki/Amchitka_Army_Airfield,Constantine Harbor
299324,AHY,small_airport,Ambatolhy Airport,-20.01583333,45.535,340,AF,MG,MG-U,Ambatolahy,no,,AHY,,,,
46170,AIE,small_airport,Aiome Airport,-5.145699978,144.7307003,350,OC,PG,PG-MPM,Aiome,no,AYAO,AIE,AIO,,https://en.wikipedia.org/wiki/Aiome_Airport,
301654,AIH,small_airport,Aiambak Airport,-7.342777778,141.2675,90,OC,PG,PG-WPD,Aiambak,no,AYAK,AIH,AMB,,https://en.wikipedia.org/wiki/Aiambak_Airport,
299328,AIP,small_airport,Ailinglaplap Airok Airport,7.279422,168.8257,16,OC,MH,MH-ALL,Bigatyelang Island,yes,,AIC,,,https://en.wikipedia.org/wiki/Ailinglaplap_Airok_Airport,
16108,AK13,small_airport,Chena Hot Springs Airport,65.05180359,-146.0469971,1195,NA,US,US-AK,Chena Hot Springs,no,AK13,CEX,AK13,,,
16120,AK26,small_airport,Solomon State Field,64.5605,-164.4457,25,NA,US,US-AK,Solomon,no,AK26,SOL,AK26,,,
16125,AK33,small_airport,Herendeen Bay Airport,55.80139923,-160.8990021,20,NA,US,US-AK,Herendeen Bay,no,AK33,HED,AK33,,,
16141,AK49,small_airport,Taylor Airport,65.6792984,-164.798996,440,NA,US,US-AK,Taylor,no,AK49,TWE,AK49,,,
16149,AK56,seaplane_base,Tikchik Lodge Seaplane Base,59.96319962,-158.477005,304,NA,US,US-AK,Tikchik,no,AK56,KTH,AK56,,,
16155,AK62,seaplane_base,Naukati Bay Seaplane Base,55.849602,-133.227994,,NA,US,US-AK,Tuxekan Island,no,AK62,NKI,AK62,,https://en.wikipedia.org/wiki/Naukati_Bay_Seaplane_Base,"Nichin Cove Seaplane Base, WNC"
16165,AK71,small_airport,Lonely Air Station,70.91069794,-153.2420044,17,NA,US,US-AK,Lonely,no,PALN,LNI,AK71,,https://en.wikipedia.org/wiki/Lonely_Air_Station,
16169,AK75,small_airport,Candle 2 Airport,65.90769959,-161.9259949,15,NA,US,US-AK,Candle,no,AK75,CDL,AK75,,,
16174,AK81,seaplane_base,Amook Bay Seaplane Base,57.4715004,-153.8150024,,NA,US,US-AK,Amook Bay,yes,AK81,AOS,AK81,,https://en.wikipedia.org/wiki/Amook_Bay_Seaplane_Base,
16187,AK96,small_airport,Bartletts Airport,58.21620178,-157.352005,50,NA,US,US-AK,Egegik,no,AK96,BSZ,AK96,,,
16188,AK97,small_airport,Boswell Bay Airport,60.42309952,-146.1459961,230,NA,US,US-AK,Boswell Bay,no,AK97,BSW,AK97,,https://en.wikipedia.org/wiki/Boswell_Bay_Airport,
301754,AKM,small_airport,Zakuoma Airport,10.89027778,19.81722222,1370,AF,TD,TD-SA,ZaKouma,no,,AKM,,,https://en.wikipedia.org/wiki/Zakouma_Airport,
16262,AL73,small_airport,Sharpe Field,32.4919014,-85.77559662,253,NA,US,US-AL,Tuskegee,no,AL73,TGE,AL73,,https://en.wikipedia.org/wiki/Sharpe_Field,
16289,ALZ,seaplane_base,Alitak Seaplane Base,56.8995018,-154.2480011,,NA,US,US-AK,Lazy Bay,no,,ALZ,ALZ,,https://en.wikipedia.org/wiki/Alitak_Seaplane_Base,
45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71,NA,MX,MX-SON,Puerto Peñasco,yes,MMPE,PPE,83550,,https://en.wikipedia.org/wiki/Mar_de_Cort%C3%A9s_International_Airport,
301755,AME,small_airport,Alto Molocue Airport,-15.61027778,37.68138889,1950,AF,MZ,MZ-Q,Alto Molocue,no,,AME,,,,
301676,AMF,small_airport,Ama Airport,-4.101111111,141.67,145,OC,PG,PG-ESW,,no,AYAA,AMF,AMA,,,
301689,AMU,small_airport,Amanab Airport,-3.586,141.2143333,1307,OC,PG,PG-SAN,Amanab,no,AYAM,AMU,ANA,,,
301758,AMY,small_airport,Ambatomainty Airport,-17.68666667,45.62388889,1025,AF,MG,MG-M,,no,,AMY,,,,
301759,ANH,closed,Anuha Island Resort Airport,-9.001388889,160.225,22,OC,SB,SB-CE,Anhua Island,no,,ANH,,,,
8,ANYN,medium_airport,Nauru International Airport,-0.547458,166.919006,22,OC,NR,NR-14,Yaren District,yes,ANYN,INU,,,https://en.wikipedia.org/wiki/Nauru_International_Airport,ANAU
312361,ANZ,small_airport,Angus Downs Airport,-25.0325,132.2748,1724,OC,AU,AU-NT,Angus Downs Station,no,,ANZ,,,,
43971,AO-0005,small_airport,Andulo Airport,-11.47229958,16.71089935,,AF,AO,AO-BIE,,no,,ANL,,,,
30840,AO-CNZ,small_airport,Cangamba Airport,-13.7106,19.861099,3894,AF,AO,AO-MOX,Cangamba,no,,CNZ,,,https://en.wikipedia.org/wiki/Cangamba_Airport,
43323,AO-DRC,small_airport,Dirico Airport,-17.98192406,20.76806068,3504,AF,AO,AO-CCU,Dirico,no,,DRC,,,,
43325,AO-GGC,small_airport,Lumbala Airport,-12.63987732,22.5868206,3510,AF,AO,AO-MOX,Lumbala,no,,GGC,,,https://en.wikipedia.org/wiki/Lumbala_Airport,
43324,AO-JMB,small_airport,Jamba Airport,-14.6981926,16.07014847,4912,AF,AO,AO-HUA,Jamba,no,,JMB,,,,
43322,AO-KNP,small_airport,Capanda Airport,-9.769370079,15.4553194,3366,AF,AO,AO-MAL,Capanda,no,FNCP,KNP,,,https://en.wikipedia.org/wiki/Kapanda_Airport,Kapanda
43326,AO-NDF,small_airport,Ndalatandos Airport,-9.275188446,14.97724247,2684,AF,AO,AO-CNO,Ndalatandos,no,,NDF,,,,
313771,AOA,closed,Aroa Airport,-9.0254,146.8,20,OC,PG,PG-CPM,Agevairu,no,,AOA,,,,
301705,AOB,small_airport,Annanberg Airport,-4.904166667,144.6358333,130,OC,PG,PG-MPM,,no,,AOB,ANB,,,
312362,AOD,small_airport,Abou-Deïa Airport,11.4773,19.2874,1592,AF,TD,TD-SA,Abou-Deïa,no,,AOD,,,https://en.wikipedia.org/wiki/Abou-De%C3%AFa_Airport,
301727,APP,small_airport,Asapa Airport,-8.979166667,148.1036111,1930,OC,PG,PG-NPP,,no,,APP,APA,,,
301706,APR,small_airport,April River Airport,-4.676666667,142.5401389,220,OC,PG,PG-ESW,April River,no,AYPE,APR,APR,,,
16294,AQY,small_airport,Girdwood Airport,60.966099,-149.126007,150,NA,US,US-AK,Girdwood,no,,AQY,AQY,,https://en.wikipedia.org/wiki/Girdwood_Airport,
35399,AR-0005,small_airport,Bragado Airport,-35.144,-60.4803,196,SA,AR,AR-B,Bragado,no,,QRF,BRA,,,
35401,AR-0007,small_airport,Caleta Olivia Airport,-46.43180084,-67.51860046,37,SA,AR,AR-Z,Caleta Olivia,no,,CVI,CAO,,,
35403,AR-0009,small_airport,Charata Airport,-27.2164,-61.2103,318,SA,AR,AR-H,Charata,no,,CNT,CHA,,,
35404,AR-0010,small_airport,General Villegas Airport,-35,-63,383,SA,AR,AR-B,General Villegas,no,,VGS,GAS,,,
35405,AR-0011,small_airport,Los Menucos Airport,-40.817699,-68.074699,2571,SA,AR,AR-R,Los Menucos,no,,LMD,MCO,,,
35409,AR-0015,closed,Saenz Peña Airport,-26.81579971,-60.44829941,20,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,,SZQ,,,,
35412,AR-0017,small_airport,Valcheta Airport,-40.70000076,-66.15000153,629,SA,AR,AR-R,Valcheta,no,,VCF,VAL,,,
39021,AR-0346,small_airport,Sunchales Aeroclub Airport,-30.9575,-61.5283,311,SA,AR,AR-S,Sunchales,no,SAFS,NCJ,SCA,,,
42812,AR-0390,small_airport,Carmen De Patagones Airport,-40.7781,-62.9803,131,SA,AR,AR-B,Carmen de Patagones,no,,CPG,PAT,,,
42884,AR-0462,small_airport,Termal Airport,-26.753611,-60.492222,308,SA,AR,AR-H,Presidencia Roque Sáenz Peña,no,SARS,PRQ,PSP,,,
46645,AR-0494,small_airport,Colonia Sarmiento Airport,-45.582371,-68.999841,877,SA,AR,AR-U,Sarmiento,no,,OLN,STO,,,
301707,ARP,small_airport,Aragip Airport,-9.883333333,149.4833333,1750,OC,PG,PG-MBA,,no,,ARP,AGP,,,
301832,ARX,closed,Asbury Park Neptune Air Terminal,40.21930556,-74.09083333,95,NA,US,US-NJ,Asbury Park,no,,ARX,,,,Schlossbach Field
32422,AS-TAV,small_airport,Tau Airport,-14.22920036,-169.5110016,185,OC,AS,AS-U-A,Tau Village,no,,TAV,HI36,,https://en.wikipedia.org/wiki/Tau_Airport,
301732,ASZ,small_airport,Asirim Airport,-6.009722222,150.3686111,1050,OC,PG,PG-WBK,,no,,ASZ,ASM,,,
301834,ATN,small_airport,Namatanai Airport,-3.6695,152.438,150,OC,PG,PG-NIK,Namatanai,no,AYNX,ATN,NTI,,https://en.wikipedia.org/wiki/Namatanai_Airport,
301672,ATP,small_airport,Aitape Airport,-3.143611111,142.3468056,10,OC,PG,PG-SAN,Aitape,yes,AYAI,ATP,APE,,https://en.wikipedia.org/wiki/Aitape_Airport,
313838,AU-0081,small_airport,Lady Elliot Island Airstrip,-24.1129,152.7156,20,OC,AU,AU-QLD,Lady Elliot Island,no,,LYT,,,,
30622,AU-AGW,small_airport,Agnew Airport,-12.14560032,142.1490021,,OC,AU,AU-QLD,Agnew,no,,AGW,,,,
30666,AU-AYD,small_airport,Alroy Downs Airport,-19.29080009,136.0789948,,OC,AU,AU-NT,Alroy Downs,no,,AYD,,,,
30808,AU-BYX,small_airport,Baniyala Airport,-13.19810009,136.227005,20,OC,AU,AU-NT,Baniyala,no,,BYX,,,,
30841,AU-COB,small_airport,Coolibah Airport,-15.54829979,130.9620056,,OC,AU,AU-NT,Coolibah,no,,COB,,,,
30851,AU-CRJ,small_airport,Coorabie Airport,-31.89439964,132.2960052,,OC,AU,AU-SA,Coorabie,no,,CRJ,,,,
30853,AU-CRY,small_airport,Carlton Hill Airport,-15.50189972,128.5339966,,OC,AU,AU-WA,Carlton Hill,no,,CRY,,,,
30855,AU-CSD,small_airport,Cresswell Downs Airport,-17.94799995,135.9160004,,OC,AU,AU-NT,Cresswell Downs,no,,CSD,,,,
30959,AU-DYM,small_airport,Diamantina Lakes Airport,-23.76169968,141.1450043,,OC,AU,AU-QLD,Diamantina Lakes,no,,DYM,,,,
35302,AU-HIS,seaplane_base,Hayman Island Resort Seaplane Base,-20.05999947,148.8809967,,OC,AU,AU-QLD,Hayman Island,yes,,HIS,,,,
31606,AU-HLV,small_airport,Helenvale Airport,-15.6857996,145.2149963,,OC,AU,AU-QLD,Helenvale,no,,HLV,,,,
31723,AU-KBD,small_airport,Kimberley Downs Airport,-17.39780045,124.3550034,,OC,AU,AU-WA,Kimberley Downs,no,,KBD,,,,
